#Gen,Best Ind,Fitness,#Evals
0,"[ 3.82283687 -4.46152604 -2.07700278 -0.26151586 -4.7959527   6.43189051
 -1.3113277  -4.12984934  3.89734935  0.74342569]",141.93219116519916,0
1,"[ 3.82283687 -4.46152604 -2.07700278 -0.26151586 -4.7959527   6.43189051
 -1.3113277  -4.12984934  3.89734935  0.74342569]",141.93219116519916,256
2,"[ 3.82283687 -4.46152604 -2.07700278 -0.26151586 -4.7959527   6.43189051
 -1.3113277  -4.12984934  3.89734935  0.74342569]",141.93219116519916,513
3,"[-2.47582112 -5.         -1.37495743  6.53592656  2.35721397  2.71453143
  1.95971128 -0.1372907  -3.32097095 -1.6744835 ]",120.12501582384589,770
4,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,1027
5,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,1284
6,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,1541
7,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,1798
8,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,2055
9,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,2312
10,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,2569
11,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,2826
12,"[-5.         -1.46222891  4.86050285  2.09701134 -0.31357355  2.37632435
 -5.          1.30986301  1.05264462 -1.20370981]",90.29511259762499,3083
13,"[-4.31119934  3.90960291 -3.1177682   3.80626684 -1.8249824  -4.09005378
  1.73596994  1.54994246 -1.72395613  1.37891846]",89.24575759396552,3340
14,"[-1.43311276  2.70933969 -5.         -0.26151586  3.31639629  5.28052779
 -1.3113277  -2.49723357  1.52268096 -2.06398077]",87.88264729355902,3597
15,"[-1.43311276  2.70933969 -5.         -0.26151586  3.31639629  5.28052779
 -1.3113277  -2.49723357  1.52268096 -2.06398077]",87.88264729355902,3854
16,"[-1.43311276  2.70933969 -5.         -0.26151586  3.31639629  5.28052779
 -1.3113277  -2.49723357  1.52268096 -2.06398077]",87.88264729355902,4111
17,"[-1.43311276  2.70933969 -5.         -0.26151586  3.31639629  5.28052779
 -1.3113277  -2.49723357  1.52268096 -2.06398077]",87.88264729355902,4368
