#Gen,Best Ind,Fitness,#Evals
0,[-10.09891898 -10.19544252],1258639.3562323956,0
1,[-5.5295633 -9.7142585],162373.69438743812,512
2,[ 0.50297826 -3.67721991],1544.899769051027,1024
3,[ 0.5802168  -3.59210837],1543.6916524872104,1536
4,[ 0.52956288 -3.54561657],1464.0897810337403,2048
5,[ 0.48962657 -3.49381221],1394.1973403043323,2560
6,[ 0.48257156 -3.39409338],1315.7579199096801,3072
7,[ 0.47088093 -3.30551389],1244.4240998248054,3584
8,[ 0.52417273 -3.14243791],1167.9485470525237,4096
9,[ 0.43047573 -3.12720091],1097.5967860163662,4608
10,[ 0.44929144 -3.01570364],1035.5766562370677,5120
11,[ 0.48807031 -2.88499738],975.706150955615,5632
12,[ 0.45790488 -2.81244364],913.6151128558156,6144
13,[ 0.44864157 -2.71685859],851.8568458780734,6656
14,[ 0.45373781 -2.62862402],803.7385728107955,7168
15,[ 0.46482463 -2.51303769],745.0848873508362,7680
16,[ 0.47216345 -2.3972874 ],686.8368978412801,8192
17,[ 0.48813742 -2.278218  ],633.5372847373693,8704
18,[ 0.46788946 -2.21167066],591.0605032580954,9216
19,[ 0.44188844 -2.13856082],544.9859699714701,9728
20,[ 0.41230527 -2.05949051],497.4062301816359,10240
21,[ 0.47658357 -1.88980802],448.41742400107984,10752
22,[ 0.48751452 -1.78683264],410.1238990768532,11264
23,[ 0.47905279 -1.69002617],368.7262238077671,11776
24,[ 0.51319071 -1.55481827],330.81591546015073,12288
25,[ 0.50302155 -1.46023263],293.774103316755,12800
26,[ 0.48195416 -1.38523983],261.90535049570343,13312
27,[ 0.4698697  -1.30561241],233.26766390808092,13824
28,[ 0.47114656 -1.20893549],205.03133562977297,14336
29,[ 0.51246205 -1.0547907 ],173.79408909001725,14848
30,[ 0.5056806  -0.96803571],150.00041020375113,15360
31,[ 0.49458976 -0.88316044],127.44409217088116,15872
32,[ 0.49271244 -0.79259521],107.4545318580853,16384
33,[ 0.43811351 -0.74421664],87.95528828526875,16896
34,[ 0.44392191 -0.6378309 ],70.01461563392483,17408
35,[ 0.47793407 -0.50236192],53.67691728269176,17920
36,[ 0.43347011 -0.44396214],40.2454690993734,18432
37,[ 0.47670783 -0.30198672],28.283023384460616,18944
38,[ 0.49303252 -0.17951508],18.11576647281422,19456
39,[ 0.4909705  -0.08253563],10.730008335073457,19968
40,[0.50668165 0.02154556],5.774360515830187,20480
41,[0.48991434 0.10270595],2.1455942214161703,20992
42,[0.52589549 0.24014018],0.3574596469298269,21504
43,[0.67735486 0.46194758],0.10508457912933993,22016
44,[0.78404327 0.61137789],0.04775685397169336,22528
45,[0.85300872 0.72970832],0.022040923839537763,23040
46,[0.89883223 0.80783003],0.010235398928506332,23552
47,[0.93699458 0.87861972],0.0040133590223807745,24064
48,[0.97126089 0.94365591],0.0008354352772749818,24576
49,[0.9888563  0.97818341],0.00013619673065549452,25088
50,[0.99307818 0.98572278],7.10958524467543e-05,25600
51,[1.00015871 1.00098458],4.453352129588523e-05,26112
52,[0.99566883 0.99178557],3.7175670077020504e-05,26624
53,[0.99318014 0.9872636 ],0.00011992152877661783,27136
54,[0.99393332 0.98815983],4.337829389485842e-05,27648
55,[0.99977389 0.99880766],5.483568096310931e-05,28160
56,[0.99445855 0.98869862],3.691707368753161e-05,28672
57,[0.99741365 0.99548282],4.878711667146922e-05,29184
58,[0.99401425 0.98857548],6.195586314739575e-05,29696
59,[0.99108296 0.98269646],9.985549736915534e-05,30208
60,[0.9921322  0.98386113],8.354116513984083e-05,30720
61,[0.99377656 0.9868007 ],0.00010132312717050505,31232
62,[0.99825743 0.9963877 ],4.731615977109748e-06,31744
63,[1.00184498 1.00399749],1.2653812214552548e-05,32256
64,[1.00657405 1.01292287],5.0424187302698305e-05,32768
65,[1.00534692 1.0108402 ],2.997652968278124e-05,33280
66,[1.00261165 1.00502792],1.090936593595234e-05,33792
