#Gen,Best Ind,Fitness,#Evals
0,"[-33.49845485 -33.37608707 -33.48362697 -32.9820275  -33.19910735
 -33.13267161 -33.66690465 -33.55303571 -33.75690545 -33.22378039]",21.87131731287752,0
1,"[-34.15890098 -33.99866606 -33.94751485 -33.73919422 -32.95064806
 -33.92477477 -32.3955501  -33.12838759 -33.82558085 -32.30514111]",21.15922270498816,128
2,"[-31.13154398 -30.97938691 -30.92678078 -30.72805966 -29.94171774
 -30.9100709  -29.36793851 -30.10975022 -30.80863313 -29.26891601]",21.09751944037976,256
3,"[-0.58989082 -0.45809221 -0.39538113 -0.18607549  0.59223698 -0.37686037
  1.15708691  0.41255392 -0.27801965  1.26548302]",4.562727232768719,384
4,"[0.35397238 0.48488208 0.52740443 0.75200348 1.54550503 0.56955019
 2.10342451 1.33745477 0.65159413 2.20293664]",6.474611568523148,512
5,"[-1.05263251 -0.94770334 -0.89468461 -0.68504367  0.11693183 -0.86865731
  0.68694049 -0.10813056 -0.7781173   0.78409652]",3.9662000947301874,640
6,"[-0.67417019 -0.56683492 -0.47940603 -0.30862867  0.49041651 -0.47633383
  1.06608508  0.27629301 -0.39301653  1.1408618 ]",4.496630378081527,768
7,"[-0.94579849 -0.84838837 -0.76638371 -0.58949072  0.1950372  -0.75889839
  0.7782991  -0.00489023 -0.68283427  0.8535557 ]",4.056966020564403,896
8,"[-0.90058762 -0.79362852 -0.72904922 -0.55307167  0.24621187 -0.70630684
  0.84000611  0.0504503  -0.64298523  0.91622482]",4.145607671570787,1024
9,"[-1.02245267 -0.92622833 -0.85392061 -0.68928762  0.11815841 -0.82017233
  0.72151624 -0.0671855  -0.76141518  0.80086468]",3.931398600362766,1152
10,"[-1.0541832  -0.96091616 -0.89976571 -0.73111755  0.08018983 -0.86420892
  0.69437455 -0.09916084 -0.81449661  0.76042807]",3.8992163814802123,1280
11,"[-1.01599793 -0.93584208 -0.88333873 -0.72562335  0.09937937 -0.85754041
  0.73567384 -0.07211375 -0.80436424  0.78862077]",3.834936040104609,1408
12,"[-0.99603789 -0.94626085 -0.90877648 -0.74089092  0.08849231 -0.87082115
  0.73942014 -0.07528087 -0.83074693  0.78596997]",3.7782531413892504,1536
13,"[-0.98581573 -0.95245414 -0.93614869 -0.78202906  0.05848181 -0.89724382
  0.75217644 -0.07465315 -0.87500068  0.78816373]",3.6725907585554336,1664
14,"[-0.97884845 -0.95931764 -0.94802185 -0.79042592  0.03804374 -0.9022479
  0.76341561 -0.0613206  -0.89498922  0.8115952 ]",3.6072417589964876,1792
15,"[-0.95485914 -0.9347351  -0.94328548 -0.7852051   0.03815567 -0.88831458
  0.80498193 -0.03352211 -0.87939528  0.84878711]",3.5433456760188062,1920
16,"[-0.95496093 -0.94328235 -0.95622424 -0.80880443  0.02047259 -0.90816724
  0.81749244 -0.03284823 -0.88999778  0.8529263 ]",3.4875325996728432,2048
17,"[-0.96837194 -0.93988429 -0.9625862  -0.82608636  0.00855396 -0.92961212
  0.83315054 -0.02365053 -0.8996212   0.86684903]",3.434265774952362,2176
18,"[-0.94000214 -0.93512555 -0.95506351 -0.84127751  0.00768514 -0.92870358
  0.8687241  -0.02251482 -0.89946884  0.89681062]",3.3742904174318373,2304
19,"[-0.94558021 -0.93381004 -0.96951861 -0.87858488 -0.00392879 -0.94520531
  0.88779535 -0.02152771 -0.92977006  0.90884141]",3.310003495854826,2432
20,"[-0.95304059 -0.9390053  -0.95664658 -0.88420551  0.00983254 -0.94195428
  0.91183877 -0.01109681 -0.92859679  0.91990581]",3.28538068796053,2560
21,"[-0.94840479 -0.94485384 -0.96492335 -0.90694362 -0.00544691 -0.93498717
  0.93610263  0.01085929 -0.94199157  0.93240565]",3.2560479205542596,2688
22,"[-0.95903841 -0.94771485 -0.96819771 -0.92158433 -0.01201167 -0.94803862
  0.95687489  0.00116313 -0.94047378  0.94870443]",3.238979514185456,2816
23,"[-0.97944077 -0.95841368 -0.96751081 -0.92687699 -0.00558164 -0.95298992
  0.95060197 -0.01473643 -0.95163518  0.95402781]",3.2352117835124408,2944
24,"[-9.79002474e-01 -9.50941340e-01 -9.58586093e-01 -9.37844602e-01
 -9.22631551e-04 -9.63310748e-01  9.55801559e-01  1.27854534e-03
 -9.64651827e-01  9.53679722e-01]",3.2293079351050022,3072
25,"[-9.60277786e-01 -9.50157609e-01 -9.66815023e-01 -9.39734612e-01
  4.47685019e-03 -9.65247313e-01  9.52583955e-01  6.72754380e-04
 -9.73991463e-01  9.53506779e-01]",3.2286602656379526,3200
26,"[-0.94849581 -0.95840124 -0.96393297 -0.945236    0.00884117 -0.97038827
  0.95050269  0.00536437 -0.9712182   0.97066988]",3.228193947401327,3328
27,"[-0.95843339 -0.96164253 -0.94411358 -0.93214183 -0.00600177 -0.96557786
  0.95440017 -0.00268796 -0.96130479  0.97096379]",3.2309896316949005,3456
28,"[-0.96159545 -0.94510575 -0.95667151 -0.93880304 -0.01305002 -0.97997795
  0.9525367   0.00620307 -0.95304854  0.96991209]",3.2319944511442604,3584
29,"[-0.95227154 -0.96138929 -0.96435761 -0.93845426 -0.01155166 -0.96346628
  0.95592775  0.0061927  -0.96517073  0.96423989]",3.2280210118387527,3712
30,"[-0.94270683 -0.96142076 -0.95656261 -0.9673241  -0.00173169 -0.95418431
  0.96022798  0.01146679 -0.96802304  0.96764244]",3.226877639089413,3840
31,"[-0.93908199 -0.97194576 -0.96564351 -0.96356229 -0.00745714 -0.96997348
  0.96074442 -0.0034767  -0.98653051  0.96016889]",3.2297801460704325,3968
32,"[-0.94630937 -0.97515112 -0.95557317 -0.96322208 -0.0087619  -0.96780849
  0.96276095  0.00156891 -0.97973015  0.96845295]",3.227397832806816,4096
33,"[-0.96196963 -0.96303013 -0.96434357 -0.96659295 -0.00171743 -0.95621459
  0.95779749  0.01575782 -0.97795865  0.95287212]",3.2263801479530696,4224
34,"[-0.96564282 -0.95795218 -0.95999536 -0.96519879  0.00793553 -0.95672291
  0.95578487 -0.00918155 -0.96684954  0.95316431]",3.225063238243554,4352
35,"[-0.97305276 -0.95773188 -0.95755283 -0.96699284  0.00994874 -0.94934167
  0.97331688 -0.0112599  -0.95878959  0.96000134]",3.2266836527377163,4480
36,"[-0.97382521 -0.95431842 -0.95770686 -0.95988376  0.00608765 -0.95779308
  0.98134937 -0.00450723 -0.96487765  0.96491611]",3.2262031033243592,4608
37,"[-0.96074078 -0.96025164 -0.96875451 -0.96066502 -0.00577874 -0.95828717
  0.98566655 -0.00823645 -0.95303482  0.98292793]",3.228870743648099,4736
38,"[-0.95480764 -0.95306385 -0.95678255 -0.97590315 -0.00485171 -0.97368803
  0.97117321  0.01794964 -0.96103664  0.97652081]",3.22841697304812,4864
39,"[-0.94999152 -0.94670157 -0.95514493 -0.97586635 -0.00741116 -0.97087148
  0.9665723   0.00296038 -0.96147896  0.98342514]",3.229212912762684,4992
40,"[-0.97377846 -0.95861839 -0.96179088 -0.95593549 -0.00327248 -0.96313806
  0.95562203  0.00221492 -0.96441382  0.97184746]",3.224565073710029,5120
41,"[-0.97423484 -0.95778879 -0.9556576  -0.95986006  0.00572176 -0.95843077
  0.95480232  0.01877226 -0.96475104  0.98071624]",3.228168222302497,5248
42,"[-0.98392362 -0.97099285 -0.95895006 -0.96831788  0.01456612 -0.96126725
  0.95381666 -0.00566844 -0.97668498  0.97467956]",3.2287526621454004,5376
43,"[-0.97072975 -0.96280069 -0.9659029  -0.97328711  0.00367901 -0.96192427
  0.95296117 -0.01106308 -0.9744191   0.97558709]",3.226187442364236,5504
44,"[-0.96605294 -0.95997212 -0.96025971 -0.97374713 -0.00161835 -0.96355934
  0.96515504  0.00869247 -0.95805815  0.97738103]",3.22502885344742,5632
45,"[-0.96656575 -0.95581294 -0.98561203 -0.9674554   0.00936753 -0.96799432
  0.9700402  -0.00150923 -0.97724934  0.97099148]",3.227625848246366,5760
46,"[-0.97140675 -0.95365164 -0.98134996 -0.97606579 -0.00439776 -0.97522856
  0.97200672 -0.01508584 -0.98714906  0.96233843]",3.2311395990065965,5888
47,"[-0.9748221  -0.92623709 -0.97061723 -0.97133586  0.00895293 -0.96815221
  0.97167213 -0.0065835  -0.97211021  0.97268409]",3.233154670091651,6016
48,"[-0.97915183 -0.93098947 -0.96950466 -0.96104111  0.01076389 -0.95633875
  0.95999208 -0.00799174 -0.9745806   0.97510098]",3.2324780565087328,6144
49,"[-0.98583327 -0.94865639 -0.95771814 -0.96639456  0.00416708 -0.94673345
  0.95817926 -0.01785256 -0.98559761  0.95846513]",3.233007659025674,6272
50,"[-0.97112528 -0.96368201 -0.94951604 -0.95032244  0.0161604  -0.95018446
  0.95245194 -0.00814548 -0.98682095  0.95554751]",3.231645659169889,6400
51,"[-0.95757328 -0.94932306 -0.95668724 -0.93614185  0.02398829 -0.96029587
  0.96743141 -0.004668   -0.95126476  0.96579537]",3.232288921572899,6528
52,"[-0.97256582 -0.94762839 -0.94699182 -0.94359154 -0.00879841 -0.97370546
  0.95056696 -0.00800206 -0.96925923  0.9564647 ]",3.2306840708610634,6656
53,"[-0.97323498 -0.95010476 -0.96313461 -0.95326662 -0.01699861 -0.96286166
  0.95093404 -0.00204071 -0.96642378  0.94797782]",3.228537294067021,6784
54,"[-0.95473468 -0.94876699 -0.94570718 -0.9469469  -0.00971175 -0.96056882
  0.96585287  0.01097072 -0.96035838  0.96666345]",3.228746579371681,6912
55,"[-0.94949221 -0.9358843  -0.96993303 -0.97675659 -0.01848854 -0.9606736
  0.96913917 -0.00845474 -0.95628681  0.96234687]",3.2317013186885153,7040
56,"[-0.95542526 -0.94346358 -0.97000855 -0.97441361  0.00459811 -0.95622365
  0.96555909 -0.01380994 -0.97286789  0.95898956]",3.2281287581432605,7168
57,"[-0.9771016  -0.96128656 -0.9759877  -0.96832205 -0.02025738 -0.95350686
  0.96990219 -0.01905542 -0.9682881   0.95805299]",3.2298517567308527,7296
58,"[-9.70332759e-01 -9.56849585e-01 -9.73066715e-01 -9.66766755e-01
  7.89891720e-04 -9.57237702e-01  9.67091704e-01 -9.40464329e-03
 -9.48636216e-01  9.65736659e-01]",3.225744089603826,7424
59,"[-0.98010405 -0.96964605 -0.98035793 -0.96013782 -0.01380619 -0.96115802
  0.96915655 -0.00945499 -0.96318353  0.95622709]",3.227857424476252,7552
60,"[-0.9670891  -0.94739452 -0.96649645 -0.94644246 -0.00629318 -0.96529113
  0.9670369   0.0033253  -0.94330912  0.96737733]",3.228385001901533,7680
61,"[-9.75141022e-01 -9.43570732e-01 -9.54105539e-01 -9.62197961e-01
  1.44742585e-03 -9.66933025e-01  9.71129281e-01 -3.43538713e-04
 -9.56235550e-01  9.55969625e-01]",3.227050307374743,7808
62,"[-9.56447928e-01 -9.42484580e-01 -9.53970404e-01 -9.50370203e-01
  8.25575017e-04 -9.57259861e-01  9.52162291e-01 -1.75202132e-03
 -9.56406087e-01  9.59052382e-01]",3.227894569925717,7936
63,"[-0.96427185 -0.95941852 -0.95023968 -0.94730597  0.0015119  -0.97386384
  0.96200538 -0.00658383 -0.95023737  0.9607248 ]",3.2269984326750785,8064
64,"[-9.63391184e-01 -9.53520152e-01 -9.53536107e-01 -9.44467012e-01
 -8.34176433e-04 -9.53292999e-01  9.73522034e-01  4.58878890e-04
 -9.51916665e-01  9.56918418e-01]",3.227735424457912,8192
65,"[-0.95468625 -0.95353764 -0.9686983  -0.97387057 -0.01574471 -0.95279924
  0.95953795  0.00173685 -0.95609685  0.94876549]",3.2279311499729535,8320
66,"[-0.95275267 -0.95038533 -0.96598411 -0.96086759 -0.00556481 -0.97182338
  0.96797925  0.01194509 -0.9626093   0.94628135]",3.227374285683656,8448
67,"[-0.94501087 -0.95116297 -0.97487849 -0.96124303 -0.01384205 -0.95728495
  0.97574504  0.01636379 -0.95566773  0.95409569]",3.2303981672744766,8576
68,"[-0.94970741 -0.96574554 -0.9797664  -0.97740511 -0.00299293 -0.96612823
  0.96205503 -0.00231858 -0.94763822  0.94690687]",3.2291588590279834,8704
69,"[-0.94873522 -0.95546112 -0.95986569 -0.97072049 -0.00799155 -0.96157586
  0.97555963  0.00846988 -0.93364535  0.94686737]",3.2321975927714672,8832
70,"[-9.52737090e-01 -9.61732510e-01 -9.75074898e-01 -9.54739094e-01
 -1.79664686e-02 -9.61413198e-01  9.82598587e-01 -3.50112538e-04
 -9.51728199e-01  9.41403258e-01]",3.2315534362224807,8960
71,"[-0.95843039 -0.96231437 -0.97099773 -0.95858845 -0.01263049 -0.95554879
  0.97503782 -0.00700657 -0.95279949  0.94533237]",3.227891271630892,9088
72,"[-0.94150434 -0.97537828 -0.96521218 -0.9645673  -0.01018517 -0.94071711
  0.9742054  -0.0051353  -0.95718669  0.95171768]",3.2310712711406144,9216
73,"[-9.52859569e-01 -9.65154173e-01 -9.70559680e-01 -9.66557696e-01
 -6.42615356e-03 -9.40610151e-01  9.56389155e-01  8.65231141e-05
 -9.85707680e-01  9.48987827e-01]",3.230703083511575,9344
74,"[-0.96874538 -0.96734228 -0.9690447  -0.96827211 -0.00549708 -0.94971444
  0.951862   -0.00412176 -0.9786998   0.95522676]",3.2268336364174925,9472
75,"[-0.94907185 -0.95722977 -0.97035092 -0.95360194  0.00683119 -0.94952275
  0.95798439  0.00652827 -0.96963622  0.96295067]",3.2267533142898874,9600
76,"[-0.93757056 -0.94960101 -0.97553188 -0.96283881 -0.01075681 -0.96295794
  0.97488484  0.00680091 -0.96948348  0.97038924]",3.2300943809366918,9728
77,"[-0.95439958 -0.95157714 -0.96840684 -0.98479251 -0.01607366 -0.96382056
  0.96591649  0.02091915 -0.96416023  0.95129158]",3.231109263103694,9856
78,"[-0.9577708  -0.9502281  -0.95591732 -0.96501909  0.00786114 -0.94418319
  0.97998795  0.0114045  -0.95894968  0.96630736]",3.228823997812516,9984
79,"[-9.53919890e-01 -9.51189327e-01 -9.56231567e-01 -9.72240998e-01
  1.88911722e-04 -9.56355316e-01  9.68704099e-01  8.68384583e-03
 -9.57128071e-01  9.64359940e-01]",3.2258242768398238,10112
80,"[-9.55380005e-01 -9.48847291e-01 -9.59671982e-01 -9.53479752e-01
 -1.22167819e-02 -9.55304956e-01  9.63293535e-01  7.55113873e-04
 -9.62446803e-01  9.67646000e-01]",3.226156564903292,10240
81,"[-0.95496009 -0.95224778 -0.9470672  -0.965714   -0.00822976 -0.95117342
  0.96465643  0.0041665  -0.96821624  0.96641923]",3.226738868639782,10368
82,"[-0.95530608 -0.95723928 -0.96778947 -0.97506929 -0.0042344  -0.9464047
  0.9601849   0.0137511  -0.9680135   0.97168517]",3.2273371622984297,10496
