#Gen,Best Ind,Fitness,#Evals
0,[-0.99919917  0.76925827],4.233747825454927,0
1,[-0.99919917  0.76925827],4.233747825454927,256
2,[-0.99919917  0.76925827],4.233747825454927,513
3,[-0.99919917  0.76925827],4.233747825454927,770
4,[ 0.48534847 -0.31258157],3.7843978255198754,1027
5,[-0.48858645 -0.06691562],3.1069661233415755,1284
6,[-0.48858645 -0.06691562],3.1069661233415755,1541
7,[-0.02209473  0.98167631],2.615076820902115,1798
8,[0.20399896 0.25792001],2.5022556935217293,2055
9,[0.20399896 0.25792001],2.5022556935217293,2312
10,[0.20399896 0.25792001],2.5022556935217293,2569
11,[0.20399896 0.25792001],2.5022556935217293,2826
12,[0.20399896 0.25792001],2.5022556935217293,3083
13,[-0.10895319  0.1344267 ],1.1486639587201393,3340
14,[-0.09378637  0.06774151],0.6534049218924811,3597
15,[-0.09378637  0.06774151],0.6534049218924811,3854
16,[0.03857504 0.09168259],0.5264738160949745,4111
17,[0.03857504 0.09168259],0.5264738160949745,4368
18,[0.03857504 0.04418857],0.25546593461951206,4625
19,[0.03857504 0.04418857],0.25546593461951206,4882
20,[0.03857504 0.04418857],0.25546593461951206,5139
21,[-0.03164558 -0.01748522],0.13674917910971773,5396
22,[-0.03274888 -0.00600917],0.12343228641465886,5653
23,[-0.01614471 -0.00243153],0.053261947060182724,5910
24,[0.00241026 0.01583935],0.0521373100414384,6167
25,[-0.00154566 -0.0022162 ],0.007836701385155909,6424
26,[-0.00154566 -0.0022162 ],0.007836701385155909,6681
27,[-0.00154566 -0.0022162 ],0.007836701385155909,6938
28,[-0.00154566 -0.0022162 ],0.007836701385155909,7195
29,[-0.00154566 -0.0022162 ],0.007836701385155909,7452
30,[-0.00154566 -0.0022162 ],0.007836701385155909,7709
31,[-0.00098228 -0.00161453],0.005440441784124506,7966
32,[-0.0012863   0.00121639],0.005090783914767361,8223
33,[0.00122655 0.0012616 ],0.00505922949016524,8480
34,[0.00122655 0.0012616 ],0.00505922949016524,8737
35,[0.00122655 0.0012616 ],0.00505922949016524,8994
36,[-0.00086095  0.00017323],0.0025044810971199816,9251
37,[0.00035562 0.00075092],0.0023684483661168265,9508
38,[0.00035562 0.00075092],0.0023684483661168265,9765
39,[0.00035562 0.00075092],0.0010734212533027865,10022
40,[0.00035562 0.00075092],0.0010734212533027865,10279
41,[0.00035562 0.00075092],0.0010734212533027865,10536
42,[0.00026075 0.00022333],0.0009741971190888599,10793
43,[0.00026075 0.00022333],0.0009741971190888599,11050
44,[0.00026075 0.00022333],0.0009741971190888599,11307
45,[ 8.49756479e-05 -1.22476262e-05],0.00024302732794057036,11564
46,[ 8.49756479e-05 -1.22476262e-05],0.00024302732794057036,11821
47,[ 8.49756479e-05 -1.22476262e-05],0.00024302732794057036,12078
48,[2.05076762e-06 6.63629018e-05],0.00018790961809900253,12335
49,[2.05076762e-06 6.63629018e-05],0.00018790961809900253,12592
50,[2.05076762e-06 6.63629018e-05],0.00018790961809900253,12849
51,[-5.61769443e-06  2.27448124e-05],6.627983948392924e-05,13106
52,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,13363
53,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,13620
54,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,13877
55,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,14134
56,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,14391
57,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,14648
58,[7.01275215e-06 9.56426540e-07],2.0020014084298765e-05,14905
59,[1.26807300e-06 5.35583052e-06],1.5568190417258876e-05,15162
60,[1.26807300e-06 5.35583052e-06],1.5568190417258876e-05,15419
61,[1.26807300e-06 5.35583052e-06],1.5568190417258876e-05,15676
62,[1.26807300e-06 5.35583052e-06],1.5568190417258876e-05,15933
63,[-3.66637033e-06 -1.27465519e-07],1.0376684830948335e-05,16190
64,[-3.66637033e-06 -1.27465519e-07],1.0376684830948335e-05,16447
65,[-2.77921168e-06 -1.32517008e-06],8.708911725552326e-06,16704
66,[-1.92350092e-06 -1.59450049e-06],7.066869887939475e-06,16961
67,[2.97364055e-07 1.27030686e-06],3.6901454838478287e-06,17218
68,[-1.13263305e-06  4.36572683e-07],3.433350557191517e-06,17475
69,[-1.13263305e-06  4.36572683e-07],3.433350557191517e-06,17732
70,[-1.13263305e-06  4.36572683e-07],3.433350557191517e-06,17989
71,[-3.69821691e-07  7.93987939e-08],1.069853337032356e-06,18246
72,[-3.69821691e-07  7.93987939e-08],1.069853337032356e-06,18503
73,[-3.69821691e-07  7.93987939e-08],1.069853337032356e-06,18760
74,[ 2.14311254e-07 -1.86235811e-08],6.084494299507526e-07,19017
