#Gen,Best Ind,Fitness,#Evals
0,[-10.3624719  -10.39682957],59349.85287151254,0
1,[-8.42001468 -5.69228306],9816.20675476891,512
2,[-1.73100298  0.99082908],3.994067288620205,1024
3,[-1.67329598  1.02747198],3.893357859264283,1536
4,[-1.55273143  1.05650811],3.6118231232322304,2048
5,[-1.51977329  0.98329757],3.328988661353776,2560
6,[-1.4669172   0.94155565],3.0835527697426155,3072
7,[-1.40953593  0.88260806],2.7984158795539127,3584
8,[-1.33609998  0.85394668],2.550139885182043,4096
9,[-1.23433269  0.84473025],2.291613452668557,4608
10,[-1.19737014  0.77824166],2.072635358622764,5120
11,[-1.11453719  0.75840132],1.8594566389093146,5632
12,[-1.04257097  0.73118184],1.6675785530784069,6144
13,[-0.97809543  0.69622544],1.4861654952831718,6656
14,[-0.91033795  0.65729079],1.303268570559477,7168
15,[-0.8868181   0.58723962],1.1524119136408464,7680
16,[-0.79651712  0.58699418],1.0158916911819509,8192
17,[-0.74764676  0.54096151],0.8803305532328596,8704
18,[-0.70059209  0.484437  ],0.7438260496957834,9216
19,[-0.64968118  0.42678051],0.6147269760505705,9728
20,[-0.58660478  0.40874666],0.5246839974885378,10240
21,[-0.5298388   0.36259838],0.42183896012373595,10752
22,[-0.47884255  0.32303305],0.3406803357508681,11264
23,[-0.40168828  0.29406497],0.25659332562252646,11776
24,[-0.34843384  0.24092246],0.18391920013068586,12288
25,[-0.28002091  0.20936048],0.12707607761781498,12800
26,[-0.22630902  0.15452257],0.0768072430692225,13312
27,[-0.16005485  0.1236689 ],0.04281975665686367,13824
28,[-0.10935211  0.07920774],0.018833917118694646,14336
29,[-0.05803262  0.04213271],0.005315019210100002,14848
30,[-0.01334893  0.00868718],0.00025771211791244993,15360
31,[-0.0014399   0.00118127],3.6815345076998256e-06,15872
32,[0.00104175 0.00059348],2.679242731169555e-06,16384
33,[-2.05983941e-03  1.48159540e-06],5.300626670071552e-06,16896
34,[-0.00083211 -0.0013969 ],5.930510408399751e-06,17408
35,[0.00210588 0.00101252],9.726065310037666e-06,17920
36,[-0.00102489 -0.00068466],2.952211146122053e-06,18432
37,[ 0.00165342 -0.00035208],3.0830405538424844e-06,18944
38,[0.00096758 0.00037867],1.8234344923767176e-06,19456
39,[ 0.00020148 -0.00094607],1.6502124236981169e-06,19968
40,[-0.00134206  0.00093761],2.751306547932134e-06,20480
41,[ 0.00106927 -0.00115065],2.846817019633319e-06,20992
42,[-0.00012945  0.00070213],9.160251318451233e-07,21504
43,[0.00095787 0.00099508],4.080439288705021e-06,22016
44,[ 0.0010747  -0.00079563],1.854711061678375e-06,22528
45,[-0.00251835  0.00092499],7.309373683316522e-06,23040
46,[-0.00285646  0.0013093 ],9.887764636382532e-06,23552
47,[ 0.00153106 -0.00020446],2.70075481299832e-06,24064
48,[-0.00091285  0.00120107],2.8303792490983406e-06,24576
49,[0.000391   0.00137554],4.51318121069895e-06,25088
50,[ 0.00101832 -0.0007537 ],1.6648357815055436e-06,25600
51,[-1.04330213e-05 -4.40286086e-05],4.472448085795345e-09,26112
52,[0.00063662 0.00068614],1.88499419337032e-06,26624
53,[0.00080858 0.00062632],2.1082184385202453e-06,27136
54,[6.71571850e-06 1.16001357e-04],2.7748038470114675e-08,27648
55,[-0.00017402  0.00021187],9.075846895400188e-08,28160
56,[-0.00114842  0.00208421],7.942938315921121e-06,28672
57,[-2.46868302e-05 -5.06726868e-04],5.268155897421541e-07,29184
58,[-0.00097859 -0.00010489],1.3216886473584618e-06,29696
59,[-0.00159322 -0.00051132],4.510504965422806e-06,30208
60,[ 0.00058154 -0.00139506],3.5038421676086685e-06,30720
61,[0.00134802 0.00034016],2.961429681283374e-06,31232
62,[-0.00014389 -0.00186899],7.2810633370461675e-06,31744
63,[ 0.00105103 -0.00051143],1.3664230868339984e-06,32256
64,[ 0.00060779 -0.00229763],9.623480603687121e-06,32768
65,[0.00036075 0.0016712 ],6.3514171860088025e-06,33280
66,[-0.00137576 -0.00026232],2.8644015621495098e-06,33792
67,[-2.62426156e-04  7.16995839e-05],7.755017368808853e-08,34304
68,[ 0.00016236 -0.00111528],2.339586202678551e-06,34816
69,[0.00011181 0.00093109],1.8535954243262543e-06,35328
70,[ 4.47307385e-06 -3.89224559e-04],3.0127551684206393e-07,35840
71,[-0.00068139 -0.00019229],7.853441655339365e-07,36352
72,[0.0007982  0.00012916],9.328733135026406e-07,36864
73,[-0.00109634  0.00040236],1.3851128669463064e-06,37376
74,[ 1.94062577e-03 -8.24046440e-06],4.6916805049572835e-06,37888
75,[ 0.00193117 -0.00055668],4.206531347381028e-06,38400
76,[-0.00197958  0.0008024 ],4.597702580587812e-06,38912
77,[-0.00346676 -0.00104611],2.0838406919857398e-05,39424
78,[-0.0002227   0.00096143],1.6965926419092415e-06,39936
79,[ 0.00342733 -0.00219802],1.6812482665297542e-05,40448
80,[ 0.00298125 -0.00048981],1.0129389422132637e-05,40960
81,[-0.00070147 -0.00013307],7.438333500280416e-07,41472
82,[0.0002107  0.00054103],7.549150622844847e-07,41984
83,[-3.57892705e-05  2.44667559e-04],1.1256904753523384e-07,42496
84,[7.47011635e-05 6.93309567e-04],1.020122956911144e-06,43008
85,[-0.00110699  0.00178702],5.940482339017794e-06,43520
86,[ 0.00134042 -0.00187827],6.784057094636238e-06,44032
87,[-0.00274901  0.00023463],8.911445628001239e-06,44544
88,[-0.00094747  0.00137229],3.588280034713891e-06,45056
89,[ 0.00127727 -0.00046629],1.87855872063255e-06,45568
90,[ 0.00163496 -0.00145957],5.215717393592799e-06,46080
91,[ 0.00125521 -0.00178531],6.103187165059977e-06,46592
92,[0.00132012 0.00033275],2.839132018933834e-06,47104
93,[0.00024965 0.00018611],1.9364796896139698e-07,47616
94,[0.00120473 0.00074119],3.805908707436954e-06,48128
95,[-0.00229265 -0.00071828],9.248946304690009e-06,48640
96,[-0.00023637 -0.00067137],1.1300187060654675e-06,49152
97,[ 0.00139256 -0.00061544],2.324525943066277e-06,49664
98,[-0.00136259  0.00102225],3.0179067796878933e-06,50176
99,[-0.00027414  0.00078775],1.1190767382670357e-06,50688
100,[-2.27181447e-03 -3.87902739e-05],6.5425618116273595e-06,51200
101,[-0.0008017   0.00191654],6.613195583658975e-06,51712
102,[0.0012972  0.00015428],2.3511362021583317e-06,52224
103,[0.00087678 0.00082759],3.056357005155139e-06,52736
104,[ 0.00056928 -0.00062834],8.370131133744159e-07,53248
105,[-0.00128066  0.00090959],2.539939884733228e-06,53760
106,[-0.00082252 -0.0001389 ],9.985095429621406e-07,54272
107,[0.00026591 0.00077137],1.4835088442958324e-06,54784
108,[-0.00231308 -0.00039759],7.923718902180309e-06,55296
109,[0.00076955 0.00093208],3.1950857644200446e-06,55808
110,[-0.00027566  0.00073325],9.681754315964948e-07,56320
111,[-0.00144285  0.00160792],5.453119590254319e-06,56832
112,[0.00091352 0.00120293],5.036165646709412e-06,57344
113,[-0.00017794 -0.00081045],1.4974640235488027e-06,57856
114,[-0.00029245 -0.00047965],7.073148291773761e-07,58368
115,[-0.00046621 -0.00012621],3.6238199378149125e-07,58880
116,[-0.00120136  0.00027053],1.6254557431675361e-06,59392
117,[-0.00034351  0.0014154 ],3.668001472659848e-06,59904
118,[-0.0004833   0.00051044],5.66367388990338e-07,60416
119,[ 0.00184768 -0.00216488],9.64080323836549e-06,60928
120,[ 0.00058274 -0.00242923],1.0811186955284297e-05,61440
121,[-0.00132171 -0.00069615],4.0729782180745925e-06,61952
122,[ 0.00088152 -0.00086583],1.7074184356939976e-06,62464
